Rank,Project,ReleaseId,ClassPath,NSmells,LOC,Methods,PublicMethods,IsInterface,IsEnum,IsAnnotation,IsAbstract,DiscardReasons
1,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java,208,1870,130,24,false,false,false,false,LIKELY_GUI_CLASS
2,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java,174,1278,63,39,false,false,false,true,ABSTRACT_CLASS
3,OPENJPA,999,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/XMLPersistenceMappingParser.java,119,1477,87,1,false,false,false,false,FEW_PUBLIC_METHODS<7
4,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java,101,1038,49,24,false,false,false,false,LIKELY_SIMPLE_ROLE
5,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractCFMetaDataFactory.java,97,820,47,23,false,false,false,true,ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
6,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java,78,482,28,22,false,false,false,false,LOW_LOC<500
7,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java,78,386,16,13,false,false,false,false,LOW_LOC<500
8,OPENJPA,999,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,70,310,58,58,false,false,false,false,LOW_LOC<500
9,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java,66,468,41,37,false,false,false,false,LOW_LOC<500
10,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassArgParser.java,61,457,23,11,false,false,false,false,LOW_LOC<500
11,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/FormatPreservingProperties.java,60,434,41,33,false,false,false,false,LOW_LOC<500
12,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Options.java,59,355,26,19,false,false,false,false,LOW_LOC<500
13,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingImpl.java,58,489,49,41,false,false,false,false,LOW_LOC<500
14,OPENJPA,999,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedTemplate.java,57,273,48,48,false,false,false,false,LOW_LOC<500;LIKELY_GUI_CLASS
15,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java,53,473,46,24,false,false,false,false,LOW_LOC<500
16,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java,53,404,60,46,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
17,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java,52,460,28,11,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
18,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachStrategy.java,51,423,17,1,false,false,false,true,LOW_LOC<500;FEW_PUBLIC_METHODS<7;ABSTRACT_CLASS
19,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ValueMetaDataImpl.java,50,427,48,44,false,false,false,false,LOW_LOC<500
20,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java,49,332,27,12,false,false,false,false,LOW_LOC<500
21,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java,49,302,31,27,false,false,false,false,LOW_LOC<500
22,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataParser.java,49,489,68,45,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
23,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/InverseManager.java,46,268,19,9,false,false,false,false,LOW_LOC<500
24,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,45,574,7,4,false,false,false,false,FEW_METHODS<15;FEW_PUBLIC_METHODS<7
25,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PagingResultObjectProvider.java,45,309,16,8,false,false,false,false,LOW_LOC<500
26,OPENJPA,999,openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Constants.java,45,48,0,0,true,false,false,false,LOW_LOC<500;LOW_BRANCHING<15;FEW_METHODS<15;FEW_PUBLIC_METHODS<7;INTERFACE;LIKELY_SIMPLE_ROLE
27,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java,44,579,50,29,false,false,false,true,ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
28,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java,43,384,36,33,false,false,false,false,LOW_LOC<500
29,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java,42,838,147,103,false,false,false,true,ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
30,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,42,352,35,24,false,false,false,false,LOW_LOC<500
31,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java,42,383,31,14,false,false,false,false,LOW_LOC<500
32,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java,41,352,23,21,false,false,false,false,LOW_LOC<500
33,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java,41,437,34,6,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
34,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/MappedQueryResultObjectProvider.java,40,423,58,25,false,false,false,false,LOW_LOC<500
35,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java,40,367,28,28,false,false,false,false,LOW_LOC<500
36,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveFieldStrategy.java,40,349,26,25,false,false,false,false,LOW_LOC<500
37,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java,40,371,49,31,false,false,false,false,LOW_LOC<500
38,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java,40,395,22,12,false,false,false,false,LOW_LOC<500
39,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Files.java,40,216,11,10,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
40,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/ProductDerivations.java,39,342,20,15,false,false,false,false,LOW_LOC<500
41,OPENJPA,999,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java,39,456,48,32,false,false,false,false,LOW_LOC<500
42,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java,39,480,64,45,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
43,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/jdbc/DelegatingConnection.java,38,448,74,60,false,false,false,false,LOW_LOC<500
44,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/CFMetaDataParser.java,37,224,26,2,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
45,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/AbstractUpdateManager.java,37,320,20,6,false,false,false,true,LOW_LOC<500;FEW_PUBLIC_METHODS<7;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
46,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java,36,345,37,36,false,false,false,false,LOW_LOC<500
47,OPENJPA,999,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedConnection.java,36,317,56,56,false,false,false,false,LOW_LOC<500
48,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ManagedCache.java,36,196,11,9,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
49,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,36,247,12,12,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
50,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java,36,193,5,5,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
51,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCData.java,36,308,15,4,false,false,false,true,LOW_LOC<500;FEW_PUBLIC_METHODS<7;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
52,OPENJPA,999,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/XMLFileHandler.java,35,461,19,12,false,false,false,false,LOW_LOC<500
53,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionAttachStrategy.java,35,311,12,1,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
54,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/LRSProxyMap.java,34,365,22,13,false,false,false,false,LOW_LOC<500
55,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/AbstractExpressionBuilder.java,34,356,32,4,false,false,false,true,LOW_LOC<500;FEW_PUBLIC_METHODS<7;ABSTRACT_CLASS;LIKELY_GUI_CLASS;LIKELY_SIMPLE_ROLE
56,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java,33,716,91,74,false,false,false,true,ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
57,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/collections/AbstractHashedMap.java,32,750,92,46,false,false,false,false,LIKELY_SIMPLE_ROLE
58,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/SQLStoreQuery.java,32,295,21,15,false,false,false,false,LOW_LOC<500
59,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java,32,296,19,13,false,false,false,false,LOW_LOC<500
60,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyMap.java,32,404,57,44,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
61,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,31,486,24,20,false,false,false,false,LOW_LOC<500
62,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ReflectingPersistenceCapable.java,31,331,37,32,false,false,false,false,LOW_LOC<500
63,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FetchGroup.java,31,220,21,17,false,false,false,false,LOW_LOC<500
64,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyInverseKeyFieldStrategy.java,31,309,16,7,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
65,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/Extensions.java,31,269,37,31,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
66,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/conf/Value.java,31,288,52,43,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
67,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachManager.java,31,239,19,5,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
68,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java,30,452,55,54,false,false,false,false,LOW_LOC<500
69,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExtentImpl.java,30,278,28,27,false,false,false,false,LOW_LOC<500
70,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ResultPacker.java,30,277,11,4,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
71,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryImpl.java,29,329,25,13,false,false,false,false,LOW_LOC<500
72,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/FieldMappingInfo.java,29,312,34,30,false,false,false,false,LOW_LOC<500
73,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/CodeFormat.java,29,280,59,59,false,false,false,false,LOW_LOC<500
74,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java,29,452,52,51,false,false,false,false,LOW_LOC<500
75,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ColumnVersionStrategy.java,29,271,17,9,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
76,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java,28,218,27,26,false,false,false,false,LOW_LOC<500
77,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java,28,389,23,17,false,false,false,false,LOW_LOC<500
78,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java,28,244,14,11,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
79,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/Exceptions.java,28,160,12,10,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;LIKELY_SIMPLE_ROLE
80,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MariaDBDictionary.java,27,393,25,18,false,false,false,false,LOW_LOC<500
81,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,27,327,25,19,false,false,false,false,LOW_LOC<500
82,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java,27,261,22,17,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
83,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerStrategies.java,27,192,11,7,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
84,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java,27,230,9,9,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
85,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java,26,292,11,7,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
86,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OpenJPAPersistenceUtil.java,26,212,12,4,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
87,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/FinderCacheImpl.java,25,277,31,18,false,false,false,false,LOW_LOC<500
88,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/RedefinitionHelper.java,25,145,15,14,false,false,false,false,LOW_LOC<500
89,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetamodelImpl.java,25,310,26,18,false,false,false,false,LOW_LOC<500
90,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java,25,214,36,30,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
91,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/NativeJDBCSeq.java,24,295,27,22,false,false,false,false,LOW_LOC<500
92,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java,24,405,49,41,false,false,false,false,LOW_LOC<500
93,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ValueMappingInfo.java,24,265,28,26,false,false,false,false,LOW_LOC<500
94,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/CandidatePath.java,24,158,19,16,false,false,false,false,LOW_LOC<500
95,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCState.java,24,180,33,0,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
96,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryCacheImpl.java,23,364,40,33,false,false,false,false,LOW_LOC<500
97,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StateComparisonVersionStrategy.java,23,223,27,24,false,false,false,false,LOW_LOC<500
98,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PCDataImpl.java,23,244,34,24,false,false,false,false,LOW_LOC<500
99,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java,23,229,10,3,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
100,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AnnotationProcessor6.java,23,310,15,4,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
101,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerRelationMapTableFieldStrategy.java,22,408,23,20,false,false,false,false,LOW_LOC<500
102,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java,22,314,22,18,false,false,false,false,LOW_LOC<500
103,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java,22,163,18,15,false,false,false,false,LOW_LOC<500
104,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/ImplHelper.java,22,203,15,11,false,false,false,false,LOW_LOC<500
105,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/XMLMetaDataSerializer.java,22,225,24,8,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS
106,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/LifecycleMetaData.java,22,161,13,10,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
107,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ConstraintUpdateManager.java,22,330,18,1,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
108,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,21,199,13,7,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
109,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java,21,194,13,9,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
110,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InMemoryValueOrder.java,21,75,6,5,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
111,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/BatchingPreparedStatementManagerImpl.java,20,254,15,7,false,false,false,false,LOW_LOC<500
112,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AuditManager.java,20,268,40,31,false,false,false,false,LOW_LOC<500
113,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AccessCode.java,20,151,22,22,false,false,false,false,LOW_LOC<500
114,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/MetaDataTool.java,20,223,17,15,false,false,false,false,LOW_LOC<500
115,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/MultiClassLoader.java,20,174,20,17,false,false,false,false,LOW_LOC<500
116,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AbstractMetaDataDefaults.java,20,244,36,27,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
117,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,20,137,9,7,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
118,OPENJPA,999,openjpa-persistence-jdbc/src/main/java/org/apache/openjpa/persistence/jdbc/PersistenceMappingDefaults.java,20,181,13,12,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
119,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java,20,223,10,2,false,false,false,true,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7;ABSTRACT_CLASS
120,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedStatementManagerImpl.java,20,226,20,4,false,false,false,false,LOW_LOC<500;FEW_PUBLIC_METHODS<7
121,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java,20,193,28,25,false,false,false,false,LOW_LOC<500;LOW_BRANCHING<15
122,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java,19,325,22,17,false,false,false,false,LOW_LOC<500
123,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java,19,467,57,17,false,false,false,false,LOW_LOC<500
124,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java,19,205,16,14,false,false,false,false,LOW_LOC<500
125,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/proxy/ProxyCollections.java,19,401,58,54,false,false,false,false,LOW_LOC<500
126,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/xml/DocTypeReader.java,19,162,16,10,false,false,false,false,LOW_LOC<500
127,OPENJPA,999,openjpa-xmlstore/src/main/java/org/apache/openjpa/xmlstore/ObjectData.java,19,226,16,12,false,false,false,false,LOW_LOC<500
128,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractLRSProxyCollection.java,19,325,45,35,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
129,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/PropertiesReverseCustomizer.java,19,152,14,13,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
130,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java,19,226,9,8,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
131,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/util/Services.java,19,136,10,9,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
132,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Const.java,19,142,20,19,false,false,false,true,LOW_LOC<500;LOW_BRANCHING<15;ABSTRACT_CLASS
133,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java,19,204,22,16,false,false,false,true,LOW_LOC<500;LOW_BRANCHING<15;ABSTRACT_CLASS
134,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/Discriminator.java,18,286,48,46,false,false,false,false,LOW_LOC<500
135,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StringFieldStrategy.java,18,214,25,25,false,false,false,false,LOW_LOC<500
136,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingQueryCache.java,18,183,21,20,false,false,false,false,LOW_LOC<500
137,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/CacheMap.java,18,436,56,47,false,false,false,false,LOW_LOC<500
138,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,18,292,42,34,false,false,false,false,LOW_LOC<500
139,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/query/QueryDefinitionImpl.java,18,382,61,55,false,false,false,false,LOW_LOC<500
140,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/util/AbstractChangeTracker.java,18,129,22,11,false,false,false,true,LOW_LOC<500;ABSTRACT_CLASS;LIKELY_SIMPLE_ROLE
141,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/ClassTableJDBCSeq.java,18,169,14,10,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
142,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/InExpression.java,18,159,12,8,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
143,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationToManyTableFieldStrategy.java,18,237,14,7,false,false,false,true,LOW_LOC<500;FEW_METHODS<15;ABSTRACT_CLASS
144,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java,18,108,14,11,false,false,false,true,LOW_LOC<500;FEW_METHODS<15;ABSTRACT_CLASS
145,OPENJPA,999,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/MixedLockLevelsHelper.java,18,83,5,5,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
146,OPENJPA,999,openjpa-examples/openbooks/src/main/java/openbook/util/PropertyHelper.java,17,192,20,17,false,false,false,false,LOW_LOC<500
147,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java,17,348,19,8,false,false,false,false,LOW_LOC<500
148,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,17,199,18,18,false,false,false,false,LOW_LOC<500
149,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java,17,318,21,16,false,false,false,false,LOW_LOC<500
150,OPENJPA,999,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedSQLStoreQuery.java,17,229,15,12,false,false,false,false,LOW_LOC<500
151,OPENJPA,999,openjpa-lib/src/main/java/org/apache/openjpa/lib/meta/ClassMetaDataIterator.java,17,139,7,7,false,false,false,false,LOW_LOC<500;FEW_METHODS<15
152,OPENJPA,999,openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java,17,84,6,5,false,false,false,false,LOW_LOC<500;FEW_METHODS<15;FEW_PUBLIC_METHODS<7
153,OPENJPA,999,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Args.java,17,177,29,29,false,false,false,false,LOW_LOC<500;LOW_BRANCHING<15
