SIZE_LOC,NOM,AVG_METHOD_SIZE,CYCLO_COMPLEXITY,FAN_OUT,NR,FIX_RATE,NAUTH,LOC_ADDED,MAX_LOC_ADDED,CHURN,MAX_CHURN,MAX_CHANGE_SET_SIZE,AVG_MODIFIED_DIRS,CLASS_AGE,AGE_SINCE_LAST_CHANGE,OWNERSHIP_RATIO,CROSS_DIRECTORY_CHANGE_RATIO,NSMELLS,SMELL_DENSITY,Bugginess
40,0,0.000000,0,5,12,0.000000,2,170,53,300,71,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
50,0,0.000000,0,4,12,0.000000,2,186,53,322,74,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
33,0,0.000000,0,0,13,0.000000,2,126,30,219,51,1263,41.923077,470,6,0.923077,1.000000,0,0.000000,no
47,0,0.000000,0,5,12,0.000000,2,180,53,313,72,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
256,42,6.095238,42,8,14,0.000000,4,334,156,412,174,1263,25.357143,404,6,0.785714,1.000000,0,0.000000,no
47,0,0.000000,0,5,12,0.000000,2,182,53,317,74,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,423,7,0.888889,1.000000,0,0.000000,no
39,0,0.000000,0,5,12,0.000000,2,169,53,299,71,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
32,0,0.000000,0,0,13,0.000000,2,125,30,218,51,1263,41.846154,470,6,0.923077,1.000000,0,0.000000,no
49,0,0.000000,0,5,12,0.000000,2,182,53,315,72,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,12,0.000000,2,149,35,260,65,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,10,0.000000,2,125,36,212,69,1263,45.000000,423,6,0.900000,1.000000,0,0.000000,no
45,0,0.000000,0,5,12,0.000000,2,178,53,311,72,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
52,0,0.000000,0,4,12,0.000000,2,187,53,322,74,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,423,7,0.888889,1.000000,0,0.000000,no
38,0,0.000000,0,4,12,0.000000,2,147,35,256,65,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
55,0,0.000000,0,5,8,0.000000,2,120,45,185,87,1263,52.625000,412,7,0.875000,1.000000,0,0.000000,no
39,0,0.000000,0,5,12,0.000000,2,172,53,305,72,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
51,0,0.000000,0,5,12,0.000000,2,186,53,321,74,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,423,7,0.888889,1.000000,0,0.000000,no
48,0,0.000000,0,4,12,0.000000,2,183,53,318,74,1263,45.083333,470,7,0.916667,1.000000,0,0.000000,no
42,0,0.000000,0,4,11,0.000000,2,171,53,300,74,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
41,0,0.000000,0,5,11,0.000000,2,169,53,297,73,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
41,0,0.000000,0,5,11,0.000000,2,169,53,297,73,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
41,0,0.000000,0,5,11,0.000000,2,170,53,299,73,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
45,0,0.000000,0,3,12,0.000000,3,154,35,263,67,1263,42.166667,470,7,0.833333,1.000000,0,0.000000,no
56,0,0.000000,0,4,10,0.000000,3,136,36,216,69,1263,41.200000,423,7,0.700000,0.900000,0,0.000000,no
38,0,0.000000,0,4,11,0.000000,2,143,35,248,65,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,12,0.000000,4,169,53,299,71,1263,39.750000,470,7,0.750000,0.916667,0,0.000000,no
49,0,0.000000,0,7,7,0.000000,2,104,45,159,87,1263,53.000000,412,7,0.857143,1.000000,0,0.000000,no
51,0,0.000000,0,7,8,0.125000,2,107,45,163,87,1263,47.000000,412,7,0.875000,1.000000,0,0.000000,no
53,0,0.000000,0,7,7,0.000000,2,112,49,171,95,1263,53.000000,412,7,0.857143,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
31,0,0.000000,0,0,11,0.000000,2,118,30,205,51,1263,44.636364,470,7,0.909091,1.000000,0,0.000000,no
53,0,0.000000,0,2,4,0.000000,2,63,49,73,49,1263,67.250000,477,208,0.750000,1.000000,0,0.000000,no
51,3,17.000000,4,6,9,0.000000,4,89,50,127,50,1263,38.000000,477,208,0.444444,1.000000,0,0.000000,no
61,0,0.000000,0,7,3,0.000000,2,71,58,81,58,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
35,0,0.000000,0,3,10,0.000000,2,148,35,261,64,1263,50.100000,543,208,0.900000,1.000000,0,0.000000,no
85,10,8.500000,10,3,8,0.000000,4,120,61,155,61,1263,38.000000,477,112,0.500000,1.000000,0,0.000000,no
37,1,37.000000,1,0,10,0.000000,2,126,30,215,49,1263,50.100000,543,208,0.900000,1.000000,0,0.000000,no
37,1,37.000000,1,0,10,0.000000,2,126,30,215,49,1263,50.100000,543,208,0.900000,1.000000,0,0.000000,no
44,2,22.000000,2,0,11,0.000000,3,150,35,256,67,1263,46.090909,543,208,0.818182,1.000000,0,0.000000,no
55,4,13.750000,4,1,13,0.000000,3,245,55,435,94,1263,39.692308,543,208,0.692308,1.000000,0,0.000000,no
43,2,21.500000,2,1,12,0.000000,3,210,53,377,94,1263,42.750000,543,208,0.750000,1.000000,0,0.000000,yes
47,1,47.000000,2,2,11,0.000000,3,228,55,409,87,1263,46.090909,543,208,0.818182,1.000000,0,0.000000,no
93,4,23.250000,4,5,6,0.000000,3,139,79,185,79,1263,48.500000,477,208,0.500000,1.000000,0,0.000000,no
47,1,47.000000,2,2,11,0.000000,3,228,55,409,87,1263,46.090909,543,208,0.818182,1.000000,0,0.000000,no
65,4,16.250000,4,4,6,0.000000,3,107,72,149,72,1263,48.500000,477,208,0.500000,1.000000,0,0.000000,no
65,4,16.250000,4,4,6,0.000000,3,106,72,147,72,1263,48.500000,477,208,0.500000,1.000000,0,0.000000,no
44,2,22.000000,2,0,11,0.000000,3,144,36,244,68,1263,46.090909,543,208,0.818182,1.000000,0,0.000000,no
44,2,22.000000,2,0,11,0.000000,3,144,36,244,68,1263,46.090909,543,208,0.818182,1.000000,0,0.000000,no
81,4,20.250000,4,5,6,0.000000,3,119,73,157,73,1263,48.500000,477,208,0.500000,1.000000,0,0.000000,no
36,0,0.000000,0,0,12,0.000000,3,159,35,282,67,1263,42.750000,543,208,0.750000,1.000000,0,0.000000,no
41,1,41.000000,1,0,9,0.000000,2,105,45,169,45,1263,52.555556,543,208,0.888889,1.000000,0,0.000000,no
39,1,39.000000,1,0,11,0.000000,2,140,31,241,59,1263,45.636364,543,208,0.909091,1.000000,0,0.000000,no
57,4,14.250000,4,3,7,0.000000,3,83,58,109,58,1263,43.857143,477,208,0.428571,1.000000,0,0.000000,no
44,2,22.000000,2,0,10,0.000000,2,180,53,316,76,1263,50.100000,543,208,0.900000,1.000000,0,0.000000,no
53,1,53.000000,1,3,8,0.125000,4,151,57,249,110,1263,48.625000,485,79,0.625000,1.000000,0,0.000000,no
54,1,54.000000,1,3,8,0.125000,4,151,57,248,110,1263,48.625000,485,79,0.625000,1.000000,0,0.000000,no
63,4,15.750000,4,4,4,0.000000,2,74,60,85,60,1263,72.000000,477,208,0.750000,1.000000,0,0.000000,no
152,12,12.666667,12,7,3,0.000000,2,162,149,172,149,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,yes
69,5,13.800000,5,1,5,0.000000,2,84,67,99,67,1263,58.800000,477,208,0.800000,1.000000,0,0.000000,no
82,7,11.714286,7,11,3,0.000000,2,92,79,102,79,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
61,6,10.166667,6,6,4,0.000000,3,73,58,85,58,1263,70.500000,477,208,0.500000,1.000000,0,0.000000,no
51,2,25.500000,2,4,3,0.000000,2,61,48,71,48,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
62,4,15.500000,4,5,3,0.000000,2,72,59,82,59,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
51,2,25.500000,2,4,3,0.000000,2,61,48,71,48,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
77,5,15.400000,8,7,6,0.000000,3,95,62,113,62,1263,47.166667,477,208,0.500000,1.000000,0,0.000000,no
57,4,14.250000,4,4,4,0.250000,2,67,48,77,48,1263,68.000000,477,125,0.750000,1.000000,0,0.000000,no
45,3,15.000000,3,1,12,0.000000,2,148,31,251,59,1263,42.333333,543,208,0.916667,1.000000,0,0.000000,no
104,2,52.000000,4,1,7,0.142857,4,116,95,128,95,1263,38.857143,477,79,0.428571,0.571429,0,0.000000,yes
45,0,0.000000,0,0,3,0.000000,2,55,42,65,42,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
38,0,0.000000,0,1,10,0.000000,2,151,35,264,64,1263,50.100000,543,208,0.900000,1.000000,0,0.000000,no
61,2,30.500000,3,2,3,0.000000,2,71,58,81,58,1263,89.000000,477,208,0.666667,1.000000,0,0.000000,no
36,0,0.000000,0,0,11,0.000000,2,138,31,240,59,1263,45.636364,543,208,0.909091,1.000000,0,0.000000,no
112,8,14.000000,9,8,3,0.000000,2,122,94,132,94,1263,77.666667,435,208,0.666667,1.000000,0,0.000000,no
91,6,15.166667,7,8,8,0.000000,3,204,99,317,185,1263,46.750000,485,208,0.625000,1.000000,0,0.000000,no
162,14,11.571429,14,0,7,0.000000,3,337,139,512,275,1263,48.142857,485,208,0.571429,0.857143,0,0.000000,yes
49,0,0.000000,0,3,5,0.000000,2,103,46,157,87,1263,66.200000,485,208,0.800000,1.000000,0,0.000000,no
140,16,8.750000,16,3,8,0.000000,3,289,137,438,270,1263,47.625000,485,128,0.750000,1.000000,0,0.000000,no
65,2,32.500000,2,1,6,0.000000,2,142,62,219,120,1263,58.666667,485,208,0.833333,1.000000,0,0.000000,no
52,1,52.000000,1,2,9,0.000000,2,224,55,396,94,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
41,1,41.000000,1,1,1,1.000000,1,41,41,41,41,11,2.000000,97,97,1.000000,1.000000,0,0.000000,no
79,5,15.800000,6,3,10,0.100000,4,156,57,233,109,1263,39.500000,485,97,0.500000,1.000000,0,0.000000,no
61,3,20.333333,3,2,7,0.142857,3,114,46,167,87,1263,48.142857,485,97,0.571429,1.000000,0,0.000000,no
28,0,0.000000,0,0,10,0.000000,2,135,30,242,55,1263,47.000000,543,105,0.900000,1.000000,0,0.000000,no
75,10,7.500000,10,0,5,0.000000,2,157,72,239,141,1263,66.200000,485,208,0.800000,1.000000,0,0.000000,no
27,0,0.000000,0,0,9,0.000000,2,107,30,187,44,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
75,10,7.500000,10,0,5,0.000000,2,157,72,239,141,1263,66.200000,485,208,0.800000,1.000000,0,0.000000,no
56,2,28.000000,2,2,11,0.000000,2,281,55,506,104,1263,43.363636,543,80,0.909091,1.000000,0,0.000000,no
42,1,42.000000,1,4,10,0.000000,2,173,53,304,75,1263,47.200000,543,208,0.900000,1.000000,0,0.000000,no
188,2,94.000000,2,1,6,0.000000,2,372,185,556,349,1263,58.666667,485,208,0.833333,1.000000,0,0.000000,no
31,0,0.000000,0,0,9,0.000000,2,114,32,197,53,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
37,1,37.000000,1,2,10,0.000000,2,141,35,245,64,1263,47.200000,543,208,0.900000,1.000000,0,0.000000,no
156,5,31.200000,9,4,7,0.000000,2,334,157,512,304,1263,51.714286,485,208,0.857143,1.000000,0,0.000000,no
32,0,0.000000,0,0,11,0.000000,2,113,30,194,55,1263,43.000000,543,208,0.909091,1.000000,0,0.000000,no
112,20,5.600000,20,2,5,0.000000,2,230,109,348,214,1263,66.200000,485,208,0.800000,1.000000,0,0.000000,no
86,13,6.615385,13,0,6,0.000000,3,181,84,276,163,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
83,12,6.916667,12,0,6,0.000000,3,175,81,267,157,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
74,10,7.400000,10,0,6,0.000000,3,157,72,240,139,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
90,14,6.428571,14,0,6,0.000000,3,189,88,288,171,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
83,11,7.545455,11,0,6,0.000000,3,176,81,269,157,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
41,3,13.666667,3,0,9,0.000000,2,167,53,293,73,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
85,13,6.538462,13,0,6,0.000000,3,179,83,273,161,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
39,2,19.500000,2,0,7,0.000000,3,121,37,203,69,1263,51.285714,496,208,0.714286,1.000000,0,0.000000,no
94,15,6.266667,16,0,9,0.000000,3,197,88,300,171,1263,38.888889,485,208,0.444444,0.888889,0,0.000000,no
94,15,6.266667,16,0,7,0.000000,3,193,88,292,171,1263,49.285714,485,208,0.571429,1.000000,0,0.000000,no
92,14,6.571429,14,0,6,0.000000,3,193,90,294,175,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
94,15,6.266667,15,0,6,0.000000,3,197,92,300,179,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
93,14,6.642857,14,0,9,0.000000,4,193,61,293,117,1263,37.555556,485,208,0.444444,0.777778,0,0.000000,no
79,12,6.583333,12,0,6,0.000000,3,166,77,253,149,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
69,9,7.666667,9,0,6,0.000000,3,148,67,227,129,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
63,8,7.875000,8,0,6,0.000000,3,134,61,205,117,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
40,2,20.000000,2,0,10,0.000000,3,136,38,232,71,1263,45.400000,543,208,0.800000,1.000000,0,0.000000,no
39,1,39.000000,1,0,10,0.000000,3,153,44,267,69,1263,45.400000,543,208,0.800000,1.000000,0,0.000000,no
41,1,41.000000,1,1,9,0.000000,2,139,38,237,72,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
71,5,14.200000,7,2,6,0.000000,3,141,61,211,118,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
47,1,47.000000,2,2,9,0.000000,2,213,55,379,87,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
47,1,47.000000,2,2,9,0.000000,2,213,55,379,87,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
85,4,21.250000,12,3,6,0.000000,3,166,75,247,143,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
46,1,46.000000,2,2,9,0.000000,2,169,45,292,82,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
46,1,46.000000,2,2,9,0.000000,2,169,45,292,82,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
42,1,42.000000,1,1,9,0.000000,2,141,39,240,74,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
41,1,41.000000,4,0,9,0.000000,2,140,39,239,73,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
69,3,23.000000,5,3,6,0.000000,3,138,60,207,116,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
72,7,10.285714,8,2,6,0.000000,3,165,77,258,149,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
42,1,42.000000,1,1,9,0.000000,2,141,39,240,74,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
42,1,42.000000,1,1,9,0.000000,2,160,45,278,74,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
41,1,41.000000,4,0,9,0.000000,2,140,39,239,73,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
58,3,19.333333,3,2,6,0.000000,3,116,49,174,94,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
63,3,21.000000,5,2,6,0.000000,3,125,53,187,102,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
69,6,11.500000,6,1,6,0.000000,3,159,74,249,143,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
42,1,42.000000,1,1,9,0.000000,2,160,45,278,74,1263,50.111111,543,208,0.888889,1.000000,0,0.000000,no
69,5,13.800000,5,1,7,0.000000,3,161,74,253,143,1263,50.571429,485,208,0.714286,1.000000,0,0.000000,no
60,3,20.000000,7,2,6,0.000000,3,120,51,180,98,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
57,3,19.000000,3,1,6,0.000000,3,122,52,187,100,1263,55.666667,485,208,0.666667,1.000000,0,0.000000,no
34,0,0.000000,0,0,10,0.000000,2,127,31,220,59,1263,45.200000,543,208,0.900000,1.000000,0,0.000000,no
43,1,43.000000,1,1,12,0.000000,3,184,53,325,80,1263,42.250000,543,208,0.833333,1.000000,0,0.000000,no
64,1,64.000000,1,1,11,0.000000,2,203,53,342,94,1263,45.909091,543,208,0.909091,1.000000,0,0.000000,no
45,1,45.000000,1,1,11,0.000000,2,184,53,323,82,1263,45.909091,543,208,0.909091,1.000000,0,0.000000,no
30,0,0.000000,0,0,10,0.000000,2,114,30,198,50,1263,47.200000,543,208,0.900000,1.000000,0,0.000000,no
65,4,16.250000,6,1,5,0.000000,2,135,62,205,121,1263,66.200000,485,208,0.800000,1.000000,0,0.000000,no
54,1,54.000000,1,1,12,0.000000,2,193,53,332,86,1263,42.250000,543,197,0.833333,1.000000,0,0.000000,no
46,1,46.000000,1,1,12,0.083333,2,194,53,342,82,1263,42.333333,543,208,0.833333,1.000000,0,0.000000,no
40,1,40.000000,1,1,11,0.000000,2,183,53,326,82,1263,45.909091,543,208,0.909091,1.000000,0,0.000000,no
46,1,46.000000,1,1,12,0.083333,2,194,53,342,82,1263,42.333333,543,208,0.833333,1.000000,0,0.000000,no
39,1,39.000000,1,1,10,0.000000,2,188,53,337,90,1263,48.400000,543,208,0.900000,1.000000,0,0.000000,no
65,5,13.000000,7,0,6,0.000000,2,143,66,221,127,1263,58.500000,485,208,0.833333,1.000000,0,0.000000,no
55,1,55.000000,1,3,6,0.000000,2,121,54,187,104,1263,60.666667,485,208,0.833333,1.000000,0,0.000000,no
61,1,61.000000,1,3,7,0.000000,2,133,60,205,116,1263,55.000000,485,208,0.857143,1.000000,0,0.000000,no
94,6,15.666667,8,4,6,0.000000,2,199,94,304,181,1263,60.666667,485,208,0.833333,1.000000,0,0.000000,no
53,1,53.000000,1,1,11,0.000000,2,200,53,347,98,1263,45.909091,543,208,0.909091,1.000000,0,0.000000,no
54,1,54.000000,1,1,11,0.000000,2,195,53,336,94,1263,45.909091,543,208,0.909091,1.000000,0,0.000000,no
55,2,27.500000,2,0,8,0.000000,3,130,55,205,100,1263,51.250000,498,112,0.750000,0.875000,0,0.000000,no
35,0,0.000000,0,0,12,0.000000,3,179,36,323,79,1263,42.583333,543,155,0.833333,1.000000,0,0.000000,no
162,6,27.000000,6,3,7,0.000000,2,220,157,278,157,1263,58.428571,498,208,0.857143,1.000000,0,0.000000,no
51,2,25.500000,3,2,7,0.000000,2,84,50,117,50,1263,58.428571,498,208,0.857143,1.000000,0,0.000000,no
42,1,42.000000,2,0,8,0.000000,2,91,45,140,45,1263,52.875000,543,208,0.875000,1.000000,0,0.000000,no
123,17,7.235294,17,4,7,0.000000,2,160,125,197,125,1263,58.428571,498,208,0.857143,1.000000,0,0.000000,no
41,1,41.000000,1,2,8,0.000000,2,90,44,139,44,1263,52.875000,543,208,0.875000,1.000000,0,0.000000,no
385,6,64.166667,6,1,8,0.000000,2,692,445,999,445,1263,54.625000,498,208,0.875000,1.000000,0,0.000000,no
282,6,47.000000,6,0,8,0.000000,2,487,328,692,328,1263,54.625000,498,208,0.875000,1.000000,0,0.000000,no
48,1,48.000000,1,0,7,0.000000,2,74,46,100,46,1263,58.428571,498,208,0.857143,1.000000,0,0.000000,no
40,0,0.000000,0,5,12,0.000000,2,169,53,298,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
40,0,0.000000,0,6,12,0.000000,2,170,53,300,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
51,0,0.000000,0,5,8,0.000000,2,116,45,181,87,1263,52.625000,485,80,0.875000,1.000000,0,0.000000,no
46,0,0.000000,0,4,12,0.000000,2,181,53,316,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,12,0.000000,2,147,35,256,65,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
39,0,0.000000,0,5,13,0.000000,2,170,53,301,71,1263,41.923077,543,79,0.923077,1.000000,0,0.000000,no
40,0,0.000000,0,5,12,0.000000,2,169,53,298,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
54,0,0.000000,0,5,9,0.000000,2,174,54,294,109,1263,47.444444,485,1,0.888889,1.000000,0,0.000000,no
39,0,0.000000,0,5,14,0.000000,2,209,53,379,78,1263,39.357143,543,1,0.928571,1.000000,0,0.000000,no
47,0,0.000000,0,5,8,0.000000,2,112,45,177,87,1263,52.625000,485,80,0.875000,1.000000,0,0.000000,no
43,0,0.000000,0,5,12,0.000000,2,176,53,309,72,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
53,0,0.000000,0,5,8,0.000000,2,118,45,183,87,1263,52.625000,485,80,0.875000,1.000000,0,0.000000,no
40,0,0.000000,0,5,12,0.000000,2,170,53,300,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
40,0,0.000000,0,5,12,0.000000,2,170,53,300,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,5,14,0.000000,2,208,53,378,77,1263,39.357143,543,1,0.928571,1.000000,0,0.000000,no
50,0,0.000000,0,4,12,0.000000,2,186,53,322,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
33,0,0.000000,0,0,13,0.000000,2,126,30,219,51,1263,41.923077,543,79,0.923077,1.000000,0,0.000000,no
47,0,0.000000,0,5,12,0.000000,2,180,53,313,72,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
290,49,5.918367,49,8,16,0.000000,4,370,156,450,174,1263,23.625000,477,20,0.750000,1.000000,0,0.000000,no
39,0,0.000000,0,5,13,0.000000,2,208,53,377,79,1263,42.076923,543,1,0.923077,1.000000,0,0.000000,no
54,0,0.000000,0,5,9,0.000000,2,174,54,294,109,1263,47.444444,485,1,0.888889,1.000000,0,0.000000,no
39,0,0.000000,0,5,14,0.000000,2,209,53,379,78,1263,39.357143,543,1,0.928571,1.000000,0,0.000000,no
46,0,0.000000,0,5,9,0.000000,2,158,46,270,93,1263,47.444444,485,1,0.888889,1.000000,0,0.000000,no
42,0,0.000000,0,5,13,0.000000,2,218,53,394,85,1263,42.076923,543,1,0.923077,1.000000,0,0.000000,no
52,0,0.000000,0,5,9,0.000000,2,170,52,288,105,1263,47.444444,485,1,0.888889,1.000000,0,0.000000,no
39,0,0.000000,0,5,14,0.000000,2,209,53,379,78,1263,39.357143,543,1,0.928571,1.000000,0,0.000000,no
38,0,0.000000,0,5,13,0.000000,2,208,53,378,78,1263,42.076923,543,1,0.923077,1.000000,0,0.000000,no
38,0,0.000000,0,5,14,0.000000,2,208,53,378,77,1263,39.357143,543,1,0.928571,1.000000,0,0.000000,no
47,0,0.000000,0,5,12,0.000000,2,182,53,317,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,496,80,0.888889,1.000000,0,0.000000,no
39,0,0.000000,0,5,12,0.000000,2,169,53,299,71,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
32,0,0.000000,0,0,13,0.000000,2,125,30,218,51,1263,41.846154,543,79,0.923077,1.000000,0,0.000000,no
49,0,0.000000,0,5,12,0.000000,2,182,53,315,72,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,12,0.000000,2,149,35,260,65,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,10,0.000000,2,125,36,212,69,1263,45.000000,496,79,0.900000,1.000000,0,0.000000,no
45,0,0.000000,0,5,12,0.000000,2,178,53,311,72,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
52,0,0.000000,0,4,12,0.000000,2,187,53,322,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,496,80,0.888889,1.000000,0,0.000000,no
38,0,0.000000,0,4,12,0.000000,2,147,35,256,65,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
55,0,0.000000,0,5,8,0.000000,2,120,45,185,87,1263,52.625000,485,80,0.875000,1.000000,0,0.000000,no
39,0,0.000000,0,5,12,0.000000,2,172,53,305,72,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
52,0,0.000000,0,5,13,0.000000,2,234,53,416,99,1263,42.076923,543,1,0.923077,1.000000,0,0.000000,no
37,0,0.000000,0,4,13,0.000000,2,184,37,331,75,1263,42.076923,543,1,0.923077,1.000000,0,0.000000,no
51,0,0.000000,0,5,12,0.000000,2,186,53,321,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
38,0,0.000000,0,4,9,0.000000,2,124,36,210,69,1263,49.555556,496,80,0.888889,1.000000,0,0.000000,no
48,0,0.000000,0,4,12,0.000000,2,183,53,318,74,1263,45.083333,543,80,0.916667,1.000000,0,0.000000,no
42,0,0.000000,0,4,11,0.000000,2,171,53,300,74,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
41,0,0.000000,0,5,11,0.000000,2,169,53,297,73,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
41,0,0.000000,0,5,11,0.000000,2,169,53,297,73,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
39,0,0.000000,0,5,11,0.000000,2,165,53,291,71,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
40,0,0.000000,0,5,11,0.000000,2,168,53,296,72,1263,44.636364,543,80,0.909091,1.000000,0,0.000000,no
